nquest;versao;pf1;idade1;idade;sexo;p1;p2;p2a;p2b;p2c;p3a;p3b;p3c;p3d;p3e;p3f;p3g;p3h;p3i;p3j;p3k;p4a;p4b;p4c;p4d;p4e;p4f;p4g;p4h;p4i;p4j;p4k;p6a;p6b;p6c;p6d;p6e;p6f;p6g;p6h;p6i;p6j;p7a;p7b;p7c;p7d;p7e;p7f;p7g;p7h;p8a;p8b;p8c;p9;p10;p11;p12;partido;religiao;pea;escola;rendaf;regiao;bairro
37460760;9;1;39;3;1;6;6;45;1;0;4;1;1;4;4;2;1;1;2;1;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;10;6;10;8;1;1;2;2;1;1;1;1;8;1;2;1;2;2;1;96;6;1;7;4;3;72
37460785;9;1;56;4;1;3;3;13;1;0;4;3;2;4;4;3;3;2;3;2;3;1;2;4;5;6;7;9;10;11;0;0;96;3;8;96;3;96;3;8;8;3;1;1;3;2;1;1;1;1;1;8;2;2;2;1;1;2;6;6;2;4;4;78
37460789;9;1;71;5;2;6;2;994;2;10;4;3;4;4;4;2;4;2;4;2;4;3;0;0;0;0;0;0;0;0;0;0;6;2;2;10;6;10;10;6;10;3;1;1;2;1;1;99;2;1;1;2;5;2;1;2;1;96;1;12;5;1;4;89
37460794;9;1;64;5;2;6;6;45;1;0;2;1;4;2;1;2;2;2;2;1;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;8;3;1;3;2;2;3;1;2;6;1;2;1;1;2;1;4;3;7;2;1;1;7
37460796;9;1;24;1;1;96;96;996;1;0;3;1;1;4;3;3;1;1;3;1;3;3;7;8;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;8;96;3;1;1;2;2;2;1;1;1;7;8;1;2;1;1;1;96;5;1;5;1;5;66
37460801;9;1;59;4;1;99;10;994;2;6;4;1;1;4;4;4;2;1;2;1;4;8;0;0;0;0;0;0;0;0;0;0;2;2;2;10;96;10;10;8;10;3;1;1;1;1;1;1;1;1;1;3;2;1;1;2;1;96;6;2;2;2;2;13
37460839;9;1;43;3;2;96;96;990;1;0;4;3;2;4;4;2;2;2;4;2;4;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;3;3;1;1;1;1;1;2;5;2;2;2;1;96;6;1;2;1;3;56
37460840;9;1;33;2;2;2;2;994;2;6;4;1;1;4;4;2;3;2;3;1;3;3;8;9;10;0;0;0;0;0;0;0;2;2;2;2;6;96;96;96;96;96;1;1;2;3;1;2;1;1;1;2;7;2;1;1;1;96;5;10;5;1;4;4
37460855;9;1;68;5;1;6;6;45;2;10;4;1;1;4;4;1;4;1;4;1;4;1;2;3;5;8;11;0;0;0;0;0;6;2;8;10;6;6;10;6;10;96;1;1;1;3;3;1;1;1;1;8;2;99;1;99;1;4;6;12;3;2;3;45
37460856;9;1;65;5;2;96;2;994;2;99;4;1;1;4;3;4;4;2;4;1;4;8;10;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;3;6;96;3;1;1;3;3;1;3;2;2;2;1;8;2;1;1;1;96;6;12;2;1;4;24
37460869;9;1;27;2;1;96;96;996;1;0;4;3;1;4;3;3;3;3;3;2;4;7;8;9;11;0;0;0;0;0;0;0;2;96;2;10;96;10;3;6;10;3;1;1;3;3;1;1;1;1;1;5;2;2;2;1;1;96;1;10;3;3;3;56
37460871;9;1;35;3;1;99;3;13;2;8;4;2;1;4;3;2;2;2;2;2;3;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;3;8;99;3;1;1;3;2;1;3;2;2;1;5;8;1;2;2;1;14;9;6;7;5;5;48
37460890;9;1;87;5;1;3;3;994;1;0;3;2;3;4;2;2;4;1;4;1;3;7;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;3;8;8;8;1;1;3;1;1;2;1;1;2;5;7;2;1;99;99;96;6;12;2;3;2;83
37460892;9;1;53;4;2;96;96;996;1;0;4;3;2;4;4;3;3;2;3;1;3;7;0;0;0;0;0;0;0;0;0;0;2;2;2;10;96;10;10;96;10;96;1;1;2;2;1;1;2;1;1;4;8;2;1;2;1;96;6;1;5;1;1;7
37460895;9;1;19;1;1;99;96;990;1;0;4;3;1;4;3;4;4;3;4;3;4;1;4;7;9;0;0;0;0;0;0;0;96;96;96;10;96;10;96;96;10;96;1;1;1;1;1;1;2;1;1;2;8;1;1;99;99;96;9;4;3;1;4;66
37460897;9;1;22;1;1;10;10;994;1;0;2;1;1;2;2;1;2;1;2;1;2;3;0;0;0;0;0;0;0;0;0;0;2;2;8;10;6;10;10;8;10;8;1;1;2;1;1;2;1;2;5;2;1;1;1;99;1;96;2;3;7;3;3;86
37460901;9;1;49;4;1;2;2;10;1;0;4;1;1;3;4;4;4;2;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;10;10;96;10;96;1;1;99;2;1;1;1;3;5;1;7;1;1;1;1;96;6;1;2;3;5;62
37460907;9;1;36;3;1;6;6;45;1;0;4;1;1;4;4;1;4;1;4;1;4;2;8;10;0;0;0;0;0;0;0;0;6;3;96;10;6;6;10;6;10;3;1;1;2;3;1;2;1;1;1;2;5;2;2;2;1;96;1;6;8;5;3;92
37460910;9;1;63;5;2;10;10;15;1;0;4;2;2;4;3;3;2;3;4;2;4;3;0;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;3;2;3;1;1;2;1;7;8;2;1;2;1;98;6;7;2;1;4;31
37460913;9;1;29;2;2;10;10;15;1;0;4;1;1;4;4;3;3;3;3;1;4;2;3;7;0;0;0;0;0;0;0;0;96;96;8;10;96;10;10;8;10;8;2;1;1;1;1;2;3;2;2;4;1;1;1;2;1;96;9;4;4;1;2;50
37460914;9;1;50;4;2;96;8;994;1;0;4;2;3;4;4;3;3;3;4;1;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;10;10;8;8;8;1;1;2;3;1;1;1;1;1;2;6;2;3;96;1;2;6;1;5;1;3;42
37460925;9;1;28;2;2;99;3;13;1;0;4;3;2;4;4;4;4;3;4;3;4;10;0;0;0;0;0;0;0;0;0;0;2;3;8;2;6;6;3;8;8;8;1;1;1;1;1;1;1;1;2;6;8;2;1;1;1;95;6;10;1;1;4;78
37460926;9;1;55;4;2;6;6;45;1;0;4;3;2;3;4;1;4;3;3;3;4;2;8;9;10;0;0;0;0;0;0;0;6;3;2;2;6;6;3;6;8;3;1;1;1;3;1;1;1;1;1;2;4;1;1;2;1;95;6;11;1;1;4;78
37460929;9;1;32;2;2;96;96;990;2;6;4;1;1;4;3;1;2;1;3;1;3;2;7;10;0;0;0;0;0;0;0;0;6;3;8;96;6;6;3;6;8;3;1;1;2;3;1;2;1;1;1;2;7;1;2;2;1;96;5;1;7;4;3;55
37460952;9;1;64;5;2;99;6;994;2;10;4;2;1;4;3;2;3;2;4;2;4;18;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;6;3;6;8;8;1;1;3;1;1;1;1;1;1;2;5;2;2;99;1;96;6;12;2;3;3;69
37460995;9;1;70;5;2;2;6;45;1;0;4;2;2;4;4;2;3;4;4;2;4;10;0;0;0;0;0;0;0;0;0;0;6;3;2;2;6;6;96;6;96;96;1;1;2;2;1;1;1;2;1;2;96;1;3;99;1;96;6;12;4;2;4;24
37460997;9;1;35;3;1;6;6;45;1;0;4;1;1;3;4;1;3;1;1;2;3;3;0;0;0;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;8;1;1;2;2;1;2;1;1;1;2;5;1;1;2;1;5;8;6;7;5;3;37
37461006;9;1;65;5;2;96;96;996;1;0;4;2;2;4;4;3;4;1;4;2;4;10;0;0;0;0;0;0;0;0;0;0;6;96;8;96;96;6;96;8;8;8;1;1;3;1;1;1;1;1;1;7;6;2;99;96;1;96;6;12;2;1;4;76
37461045;9;1;26;2;2;10;10;994;1;0;1;1;1;4;4;4;1;1;2;1;1;3;0;0;0;0;0;0;0;0;0;0;2;2;2;10;6;10;10;8;10;8;1;1;2;2;1;2;1;1;1;7;2;1;1;2;1;4;9;1;6;3;4;75
37461046;9;1;53;4;2;6;6;15;1;0;4;3;1;4;3;2;4;2;4;1;4;10;0;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;99;2;1;1;1;1;1;7;5;2;2;2;1;4;6;11;2;1;4;43
37461055;9;1;40;3;1;2;2;994;1;0;3;1;1;4;4;1;3;1;3;1;4;1;5;7;8;0;0;0;0;0;0;0;2;2;2;2;3;6;3;6;10;3;1;1;3;1;1;1;1;1;1;2;4;2;1;1;1;96;6;1;5;2;4;25
37461084;9;1;45;4;2;99;2;994;1;0;4;1;2;4;4;2;2;1;4;1;4;1;4;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;10;6;10;8;1;1;3;1;1;1;1;1;2;5;4;2;1;99;1;96;6;11;2;2;4;31
37461135;9;1;25;2;2;10;10;15;1;0;3;2;1;3;3;3;3;3;3;1;3;5;0;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;10;6;10;3;1;1;2;3;1;1;1;1;1;3;6;2;1;1;1;96;6;10;3;1;2;11
37461141;9;1;65;5;1;10;6;994;1;0;3;2;1;4;3;2;4;1;2;1;4;1;2;3;4;5;7;8;9;11;0;0;6;2;2;10;6;6;10;6;10;3;1;1;3;1;2;3;2;1;1;2;5;1;1;2;1;2;6;7;1;1;3;17
37461149;9;1;29;2;1;99;6;45;2;3;4;2;1;4;4;3;4;4;4;3;4;2;10;0;0;0;0;0;0;0;0;0;6;3;2;2;3;6;3;6;8;3;1;1;3;3;1;2;1;1;1;2;4;2;2;1;1;2;6;2;4;1;2;84
37461153;9;1;21;1;2;96;10;994;2;99;4;4;2;4;4;4;4;4;4;2;4;5;0;0;0;0;0;0;0;0;0;0;2;2;2;10;3;10;10;96;10;3;1;1;2;3;1;2;1;1;1;2;5;3;2;99;1;96;6;10;6;2;3;69
37461168;9;1;37;3;1;6;6;45;1;0;4;1;1;4;4;1;1;1;4;1;4;1;8;0;0;0;0;0;0;0;0;0;6;3;2;2;6;6;3;6;96;3;1;1;3;3;1;3;1;2;3;7;2;2;1;1;1;96;2;1;5;3;4;89
37461223;9;1;32;2;1;3;10;13;2;2;3;3;3;3;4;3;3;3;4;3;4;6;0;0;0;0;0;0;0;0;0;0;2;3;8;10;3;10;3;8;10;3;1;1;2;1;1;1;1;99;1;2;6;2;1;2;1;2;6;1;5;2;5;64
37461231;9;1;38;3;2;99;2;994;2;99;4;2;2;4;4;4;4;2;4;1;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;3;2;1;3;1;1;1;7;2;2;2;2;1;96;6;1;5;1;2;71
37461232;9;1;20;1;2;99;2;994;2;10;4;3;3;4;4;4;4;4;4;2;4;1;5;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;10;8;10;3;1;1;3;2;1;1;1;1;1;2;7;2;1;99;1;96;1;13;3;1;4;5
37461248;9;1;70;5;2;99;10;994;2;8;2;1;2;2;2;2;2;2;2;1;2;99;0;0;0;0;0;0;0;0;0;0;96;2;2;10;3;10;10;96;10;96;1;1;1;1;2;1;1;1;1;5;4;1;1;1;1;2;6;12;2;1;99;89
37461309;9;1;27;2;1;8;3;13;2;8;2;3;1;2;2;2;3;1;2;1;2;2;6;10;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;8;1;1;2;2;1;1;2;1;1;5;8;2;2;1;1;10;9;1;7;3;4;60
37461313;9;1;21;1;1;99;2;994;2;10;4;1;2;4;4;2;2;3;2;1;4;6;7;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;10;6;10;3;1;1;2;1;1;1;1;1;5;1;2;1;2;99;1;96;10;1;5;3;4;28
37461342;9;1;81;5;1;98;6;45;1;0;3;3;3;1;3;1;3;3;3;3;3;1;2;3;4;5;7;8;9;10;11;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;1;1;1;5;7;8;1;1;2;1;96;1;12;5;1;3;72
37461361;9;1;25;2;2;10;10;994;2;3;4;1;1;4;4;1;4;2;4;1;4;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;10;10;6;10;3;1;1;3;2;1;3;1;1;2;1;5;2;2;99;1;96;2;1;5;2;4;78
37461401;9;1;38;3;1;99;2;994;1;0;4;2;4;4;4;4;4;4;1;4;4;8;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;10;3;6;8;3;2;1;1;1;1;1;3;2;1;3;2;1;1;1;1;96;9;1;5;2;4;24
37461425;9;1;32;2;1;6;6;45;1;0;4;1;1;4;4;1;2;1;3;1;4;2;3;7;8;0;0;0;0;0;0;0;6;96;8;10;6;6;10;6;10;8;1;1;1;1;1;2;1;2;2;1;7;1;1;99;1;96;9;1;6;5;3;34
37461449;9;1;63;5;1;6;6;45;1;0;4;2;1;4;4;1;3;1;4;1;4;3;9;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;8;8;1;1;2;3;1;1;2;2;1;2;5;1;2;2;1;4;1;3;5;3;2;50
37461513;9;1;57;4;2;96;8;994;2;96;4;3;2;4;4;4;4;2;4;2;4;3;0;0;0;0;0;0;0;0;0;0;2;3;8;10;3;10;10;8;8;8;1;1;1;1;1;1;1;1;1;2;8;2;2;1;1;96;6;16;5;1;4;89
37461515;9;1;30;2;1;96;96;990;1;0;4;3;1;4;4;3;2;1;2;1;4;18;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;2;1;1;1;2;1;7;5;1;2;1;1;96;6;1;7;3;4;28
37461518;9;1;30;2;2;98;3;994;2;8;4;2;1;4;4;1;2;1;2;1;4;1;2;4;5;6;7;9;0;0;0;0;96;3;8;10;3;10;3;8;8;3;1;1;1;1;2;1;1;1;1;2;5;2;3;99;2;96;9;7;7;4;5;63
37461525;9;1;25;2;2;99;3;994;2;10;3;2;2;4;3;2;1;2;4;2;4;2;7;0;0;0;0;0;0;0;0;0;96;3;8;10;3;10;3;8;10;3;1;1;2;1;1;1;1;1;2;1;5;1;1;99;1;96;6;2;6;3;5;96
37461561;9;1;61;5;1;99;2;994;1;0;4;3;2;4;4;3;3;2;4;2;4;3;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;8;8;1;1;3;3;1;3;1;1;1;2;5;2;2;2;1;95;6;7;2;3;2;11
37461567;9;1;26;2;2;99;96;996;2;6;4;1;1;4;4;2;3;3;4;1;4;2;3;11;0;0;0;0;0;0;0;0;6;96;8;10;6;10;10;6;10;8;1;1;2;3;2;2;1;1;1;2;7;2;2;2;1;96;2;1;6;1;99;62
37461609;9;1;35;3;1;99;6;45;2;2;4;2;3;4;4;2;3;2;4;2;4;1;4;5;7;9;11;0;0;0;0;0;6;2;2;2;6;6;3;6;10;3;1;1;1;1;1;1;1;2;1;6;2;1;1;99;1;96;6;10;5;2;3;69
37461610;9;1;40;3;2;2;2;10;1;0;4;2;2;4;4;3;4;4;4;3;4;3;6;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;8;1;1;1;2;1;2;1;1;1;2;5;1;2;1;1;96;2;1;6;2;3;69
37461612;9;1;47;4;1;96;6;994;1;0;4;3;2;4;4;2;3;2;4;2;4;8;0;0;0;0;0;0;0;0;0;0;6;96;96;10;6;6;10;6;10;96;2;1;99;3;1;1;1;1;1;7;2;1;1;1;1;96;6;1;3;2;3;42
37461626;9;1;40;3;2;99;10;994;2;2;3;3;2;4;4;3;4;3;4;2;4;1;4;5;6;7;8;11;0;0;0;0;2;2;2;10;3;10;10;96;10;3;1;1;3;2;1;1;2;1;1;3;4;2;3;1;1;2;6;1;3;1;3;17
37461632;9;1;56;4;1;6;6;45;1;0;4;1;1;4;4;1;3;2;3;3;4;2;3;10;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;2;1;1;2;2;2;1;2;7;1;1;2;1;4;6;1;8;7;3;15
37461634;9;1;54;4;2;99;99;990;0;0;4;1;3;4;4;3;3;3;4;2;4;2;3;8;10;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;99;1;1;1;1;1;5;2;1;99;1;95;1;95;6;11;3;99;2;94
37461665;9;1;84;5;1;6;6;45;1;0;4;1;1;4;4;1;3;1;4;2;4;99;0;0;0;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;99;1;1;1;1;1;7;3;1;1;2;99;96;6;12;5;4;2;50
37461666;9;1;33;2;2;96;6;994;2;2;4;1;1;4;4;1;3;1;3;1;4;1;4;5;0;0;0;0;0;0;0;0;6;2;8;10;6;10;10;6;8;3;1;1;2;1;1;1;1;1;1;2;5;3;1;2;1;96;1;1;5;1;4;31
37461668;9;1;19;1;1;96;2;994;1;0;4;1;1;4;4;2;2;2;2;2;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;8;8;1;1;2;2;1;2;2;2;1;2;5;1;1;1;1;96;6;1;5;2;3;22
37461669;9;1;36;3;1;99;99;990;0;0;4;2;2;4;4;3;4;3;4;2;4;8;0;0;0;0;0;0;0;0;0;0;2;3;2;2;3;10;3;99;99;3;1;1;1;1;1;1;1;1;5;6;1;1;1;1;1;96;1;1;3;1;4;35
37461693;9;1;27;2;2;10;10;15;1;0;4;1;1;4;4;4;4;2;4;1;4;5;6;7;9;0;0;0;0;0;0;0;6;2;2;10;3;10;10;96;10;96;1;1;99;3;1;99;1;1;1;2;8;1;2;99;1;96;6;10;5;1;3;45
37461694;9;1;35;3;2;99;6;994;2;10;4;3;2;4;4;2;4;2;4;2;4;8;0;0;0;0;0;0;0;0;0;0;6;3;2;10;6;10;10;6;10;3;1;1;2;3;1;1;1;1;1;2;6;2;2;1;1;96;6;16;5;1;4;78
37461714;9;1;56;4;1;2;2;994;1;0;3;1;2;3;4;2;3;2;3;2;3;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;6;10;10;6;10;96;1;1;1;2;1;1;1;1;1;8;7;1;1;2;1;96;6;2;5;4;4;24
37461726;9;1;17;1;1;99;2;994;2;10;4;2;3;4;4;3;4;3;4;3;3;3;0;0;0;0;0;0;0;0;0;0;2;2;2;10;6;10;10;6;10;8;1;1;2;2;1;1;2;2;5;1;3;1;1;99;1;96;6;7;4;99;4;36
37461728;9;1;36;3;1;2;2;10;1;0;4;1;1;4;4;3;1;1;3;1;3;3;7;8;11;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;96;96;1;1;1;1;1;1;1;2;1;2;5;1;1;2;1;96;9;1;5;3;4;20
37461736;9;1;33;2;2;99;10;994;2;96;2;2;2;4;4;4;2;2;4;2;4;2;3;5;7;8;0;0;0;0;0;0;96;96;96;10;6;10;10;96;10;96;2;1;2;2;1;3;1;1;2;8;7;2;1;2;1;96;1;1;5;3;3;78
37461749;9;1;29;2;1;3;3;13;1;0;4;1;1;4;4;1;2;1;1;1;1;1;2;5;6;7;9;0;0;0;0;0;96;3;8;10;3;10;3;8;8;8;1;1;3;2;1;1;2;1;8;1;2;2;2;1;1;96;8;4;7;4;3;92
37461759;9;1;77;5;1;2;2;10;2;6;4;2;3;4;4;3;3;3;4;3;4;3;0;0;0;0;0;0;0;0;0;0;99;2;2;2;6;6;10;6;96;8;1;1;2;2;1;2;2;1;1;2;7;1;1;2;1;96;1;12;5;2;4;31
37461760;9;1;38;3;2;96;2;994;2;10;4;2;3;4;4;3;3;3;4;3;4;1;4;5;7;9;11;0;0;0;0;0;2;3;2;2;3;10;3;6;10;3;1;1;3;2;1;1;1;1;1;2;7;99;1;96;1;95;6;10;5;1;2;57
37461794;9;1;65;5;2;3;3;13;1;0;4;3;1;4;4;3;3;2;4;2;4;99;0;0;0;0;0;0;0;0;0;0;99;3;99;10;3;10;3;99;10;3;1;99;99;99;99;1;99;99;1;99;0;99;99;1;1;2;1;12;2;99;3;56
37461799;9;1;25;2;1;96;96;996;1;0;4;2;2;4;4;4;4;4;4;2;1;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;99;1;1;99;99;3;1;3;1;7;6;2;2;96;99;96;9;1;3;1;3;22
37461834;9;1;19;1;2;8;8;50;2;3;3;1;1;4;4;2;2;1;2;1;2;2;0;0;0;0;0;0;0;0;0;0;96;3;8;96;3;96;3;8;8;8;1;1;2;1;1;1;1;1;2;5;1;2;1;1;1;10;6;10;6;3;2;11
37461842;9;1;44;3;1;8;8;50;1;0;4;1;1;4;4;1;1;1;2;1;2;3;6;0;0;0;0;0;0;0;0;0;96;96;8;10;96;10;10;8;8;8;1;1;3;2;1;1;2;1;1;5;6;99;3;96;1;98;2;3;5;4;1;7
37461854;9;1;34;2;2;96;8;994;2;10;4;3;1;4;4;2;1;1;3;1;4;2;3;7;0;0;0;0;0;0;0;0;6;3;8;10;3;10;10;8;10;8;1;1;3;2;1;2;1;1;1;2;5;2;1;1;1;96;1;4;5;2;4;78
37461866;9;1;21;1;1;96;10;15;2;3;4;1;1;4;4;4;2;4;4;2;3;2;0;0;0;0;0;0;0;0;0;0;6;3;8;10;3;10;10;6;10;3;1;2;3;2;1;3;1;2;1;7;5;2;1;99;99;2;2;1;6;99;4;31
37461929;9;1;78;5;1;2;2;994;2;10;3;1;2;3;3;3;3;3;3;1;3;3;0;0;0;0;0;0;0;0;0;0;2;2;2;10;96;10;10;96;10;96;1;1;1;2;1;1;1;2;1;5;7;1;1;1;1;1;6;12;1;1;99;62
37461946;9;1;43;3;2;6;6;45;1;0;4;1;1;4;4;1;2;1;3;1;3;2;3;8;10;0;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;3;3;1;2;2;2;1;2;6;2;2;2;1;4;8;8;7;5;5;2
37461950;9;1;35;3;2;99;99;990;0;0;4;3;2;4;4;3;3;2;4;2;4;3;0;0;0;0;0;0;0;0;0;0;6;3;8;10;6;10;10;6;10;8;1;1;1;1;1;1;1;1;5;7;8;1;1;99;1;96;6;1;5;1;5;66
37461952;9;1;77;5;1;2;2;994;1;0;4;1;1;4;4;2;4;1;4;1;4;1;3;4;5;6;7;8;9;10;11;0;2;2;2;2;96;96;96;96;96;96;1;1;3;1;1;1;1;1;4;5;8;2;1;2;1;95;9;4;3;3;5;29
37461963;9;1;32;2;1;10;10;994;1;0;4;2;1;4;4;3;2;1;3;1;3;2;3;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;8;1;1;1;2;1;1;1;1;1;2;5;1;1;1;1;2;6;1;7;1;4;31
37461994;9;1;33;2;2;6;6;45;2;96;4;2;1;4;4;2;4;4;4;2;4;3;8;10;0;0;0;0;0;0;0;0;6;2;2;2;6;6;10;6;10;8;1;1;2;2;1;1;1;1;1;5;7;2;1;2;1;96;2;10;7;2;5;66
37462002;9;1;32;2;2;2;2;994;1;0;4;2;3;4;4;4;4;4;4;3;4;3;0;0;0;0;0;0;0;0;0;0;2;2;2;2;96;96;96;96;96;96;1;1;3;1;1;3;1;1;2;1;5;3;1;2;1;96;1;11;5;1;4;24
37462013;9;1;42;3;1;98;10;15;1;0;4;3;2;4;3;3;3;2;3;1;3;7;0;0;0;0;0;0;0;0;0;0;6;2;2;10;6;10;10;6;10;96;1;1;2;1;1;1;1;1;1;7;5;2;1;1;1;95;6;7;5;1;4;43
37462039;9;1;40;3;1;96;96;996;1;0;4;1;1;4;4;1;1;1;1;1;4;3;8;10;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;1;1;1;2;1;1;1;2;5;1;1;96;2;96;2;6;7;3;4;76
37462041;9;1;42;3;2;99;3;13;1;0;4;2;2;4;3;3;3;2;4;2;4;9;0;0;0;0;0;0;0;0;0;0;2;3;2;10;3;10;3;96;10;3;1;1;3;2;1;2;1;1;1;5;2;2;2;1;1;2;1;11;1;1;3;56
37462066;9;1;62;5;2;99;2;15;1;0;4;1;2;4;4;4;4;1;4;1;4;8;10;0;0;0;0;0;0;0;0;0;2;2;2;2;6;6;96;6;10;96;1;1;1;1;1;99;1;1;1;2;4;1;1;2;1;96;1;11;2;99;4;1
37462093;9;1;22;1;2;99;96;996;1;0;1;2;1;3;3;3;2;1;3;1;3;19;0;0;0;0;0;0;0;0;0;0;96;3;96;96;96;10;96;96;10;3;1;1;1;1;1;2;2;1;1;2;7;3;1;99;1;96;6;1;5;1;4;89
37462094;9;1;46;4;1;6;6;994;1;0;4;2;2;3;4;2;2;2;4;2;4;3;0;0;0;0;0;0;0;0;0;0;6;96;8;96;6;6;96;6;96;96;1;1;2;1;1;1;1;2;1;2;7;1;1;2;1;96;6;4;3;3;5;994
37462095;9;1;38;3;1;10;10;15;1;0;4;1;1;4;3;2;3;1;3;1;3;3;6;0;0;0;0;0;0;0;0;0;2;2;8;10;3;10;10;8;10;8;1;1;2;1;1;1;1;1;7;4;2;1;1;1;1;96;1;1;5;3;4;78
37462097;9;1;39;3;1;98;9;994;2;6;2;1;1;4;4;1;1;1;1;1;2;3;10;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;2;2;1;2;1;1;1;2;5;1;1;2;1;96;1;1;7;4;4;76
37462185;9;1;51;4;2;10;10;994;1;0;2;2;2;2;2;2;2;3;2;1;2;8;0;0;0;0;0;0;0;0;0;0;99;96;96;10;96;10;10;96;10;96;1;1;2;1;1;1;1;1;1;6;5;2;2;99;1;96;6;1;2;1;4;35
37462186;9;1;60;5;2;6;6;994;1;0;3;1;1;3;4;1;1;1;3;1;4;2;3;7;8;9;0;0;0;0;0;0;6;96;96;96;6;6;96;6;96;96;1;1;1;1;1;3;1;1;5;1;2;1;1;1;1;96;6;12;7;6;3;53
37462208;9;1;22;1;2;10;10;15;1;0;4;3;3;4;4;4;3;3;4;1;4;2;0;0;0;0;0;0;0;0;0;0;96;96;96;10;96;10;10;96;10;96;1;1;2;1;1;1;1;1;4;2;1;1;2;99;1;96;9;13;5;1;3;30
37462263;9;1;18;1;1;99;2;994;2;3;3;1;2;3;4;3;4;4;4;1;4;7;10;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;3;6;8;3;1;2;3;3;2;3;1;1;7;1;8;2;2;99;1;14;9;10;5;1;3;92
37462307;9;1;27;2;2;96;96;990;1;0;2;1;1;4;2;2;2;1;2;1;2;19;0;0;0;0;0;0;0;0;0;0;96;96;96;96;96;96;96;96;96;96;1;1;2;2;2;2;1;1;1;2;7;3;2;2;1;96;5;8;8;3;3;92
37462308;9;1;31;2;1;96;2;994;2;6;4;2;2;4;3;2;4;2;4;2;4;8;10;0;0;0;0;0;0;0;0;0;6;2;2;2;3;6;3;6;8;3;1;1;2;1;1;2;2;2;4;1;2;2;1;96;1;96;9;1;5;1;3;17
37462310;9;1;68;5;2;6;6;994;1;0;4;3;3;4;4;2;3;3;3;3;4;8;0;0;0;0;0;0;0;0;0;0;6;2;2;2;6;6;96;6;96;96;1;1;2;2;1;2;1;2;2;1;5;1;1;2;1;96;2;12;7;3;4;66
37462330;9;1;25;2;1;8;8;994;1;0;4;1;1;4;2;2;3;1;4;2;4;2;7;9;0;0;0;0;0;0;0;0;6;3;8;10;3;10;10;8;8;8;1;1;3;1;1;3;1;1;1;2;5;2;1;1;1;2;6;10;5;1;4;78
37462363;9;1;17;1;2;6;5;45;1;0;4;1;1;4;4;1;2;4;2;1;4;3;0;0;0;0;0;0;0;0;0;0;6;2;2;10;6;6;10;6;10;8;1;1;3;1;1;1;1;1;8;2;5;2;1;99;1;96;2;13;4;2;4;43
37462376;9;1;18;1;1;2;2;10;2;6;4;1;2;4;4;2;4;3;4;4;4;8;10;0;0;0;0;0;0;0;0;0;2;2;8;2;3;6;10;8;8;8;2;1;1;3;1;1;1;1;8;1;4;2;1;2;1;95;6;10;7;1;4;89
